97,157,56,113,255,255,Azul,4,objeto1,,
97,157,56,113,255,255,Azul,7,objeto2,,
97,157,56,113,255,255,Azul,13,objeto3,,
42,62,70,88,186,204,VERDE,4,objeto4,,
16,60,128,78,193,210,AMARILLO,4,objeto5,,
77,98,148,180,255,255,FUCSIA,4,objeto6,,
